Age,Income,MonthlySpending,SessionDuration,PageViewsPerVisit,AccountAge,DeviceType,MembershipTier,PurchaseCategory
54,56.6,303.72,36.9,27.1,27,Mobile,Silver,1
24,57.8,220.03,23.0,19.5,6,Mobile,Gold,4
43,54.3,492.7,31.3,16.2,22,Desktop,Silver,1
39,124.5,433.29,24.2,12.0,25,Desktop,Gold,0
33,44.0,191.83,26.2,26.8,32,Mobile,Silver,1
34,116.8,599.85,29.4,19.8,42,Desktop,Platinum,0
23,44.1,93.56,24.1,10.5,39,Desktop,Basic,3
31,67.5,399.54,41.2,22.2,26,Mobile,Gold,1
28,86.7,444.41,6.2,17.3,25,Mobile,Gold,0
18,58.0,318.02,30.9,20.1,7,Mobile,Silver,1
45,61.8,252.2,47.2,18.4,24,Desktop,Silver,1
36,77.3,429.02,26.6,21.0,34,Desktop,Gold,0
42,47.1,141.97,25.8,22.5,24,Mobile,Silver,1
31,51.4,249.18,20.0,16.8,33,Mobile,Silver,0
22,69.7,254.82,43.0,13.6,27,Mobile,Silver,2
27,51.3,259.14,19.0,13.5,38,Desktop,Silver,2
22,66.3,321.58,23.0,9.2,30,Mobile,Silver,2
18,25.9,251.15,26.0,18.8,17,Mobile,Basic,1
22,82.4,200.03,26.3,15.7,11,Tablet,Gold,1
35,73.0,381.08,22.7,11.4,29,Mobile,Gold,0
50,66.0,436.92,34.3,12.8,29,Mobile,Silver,2
34,49.3,360.92,33.9,15.5,35,Mobile,Gold,0
34,49.6,198.74,20.5,25.1,20,Mobile,Silver,1
28,91.8,404.24,34.7,12.6,11,Mobile,Silver,0
27,63.5,578.5,39.4,8.3,39,Desktop,Basic,0
18,64.4,79.47,33.1,21.5,20,Desktop,Basic,1
39,70.8,550.78,24.2,17.6,22,Tablet,Gold,0
40,37.9,385.89,38.7,13.2,35,Tablet,Basic,2
35,89.8,422.11,21.4,20.5,18,Desktop,Gold,0
41,50.0,454.07,23.4,12.5,26,Mobile,Platinum,0
30,50.7,396.39,27.4,12.6,2,Mobile,Silver,1
42,,369.16,14.4,17.2,32,Mobile,Gold,0
28,79.7,196.84,23.1,22.6,22,Mobile,Basic,0
26,51.6,268.01,47.3,18.7,41,Desktop,Silver,2
24,96.5,589.2,23.8,20.7,19,Mobile,Basic,0
29,86.5,338.92,33.4,19.3,19,Desktop,Silver,2
42,61.0,306.75,20.8,11.3,27,Tablet,Gold,0
27,73.6,141.65,26.2,20.9,7,Mobile,Gold,0
55,68.5,402.61,28.6,17.3,35,Desktop,Basic,2
31,78.2,387.03,19.6,16.0,25,Mobile,Basic,0
46,66.7,152.87,22.1,6.9,29,Mobile,Silver,0
31,105.9,289.07,25.1,17.9,42,Tablet,Silver,0
43,96.9,579.65,15.3,16.8,34,Mobile,Basic,0
35,82.0,340.99,25.1,6.9,29,Mobile,Basic,2
29,79.9,278.55,26.4,12.8,9,Mobile,Basic,0
28,39.1,323.17,29.1,13.1,35,Desktop,Silver,2
33,56.8,111.79,22.6,9.4,34,Tablet,Gold,3
35,91.3,327.2,10.8,10.1,37,Desktop,Basic,0
24,51.0,68.86,13.9,8.8,34,Desktop,Silver,3
19,74.9,420.48,12.7,15.1,21,Tablet,Basic,0
32,49.0,156.05,23.6,3.1,14,Mobile,Basic,4
40,49.5,236.44,44.1,8.2,44,Mobile,Silver,0
39,79.1,165.39,24.9,25.1,21,Mobile,Gold,1
54,58.2,302.18,33.2,19.1,26,Tablet,Silver,1
44,83.6,525.26,16.9,12.2,34,Mobile,Gold,0
25,55.4,192.07,21.8,22.8,34,Desktop,Basic,1
19,61.2,410.23,35.0,13.3,56,Desktop,Silver,2
29,76.2,268.09,32.2,14.4,28,Desktop,Platinum,0
32,86.7,509.62,17.0,10.3,24,Desktop,Gold,0
49,87.2,140.33,46.1,14.4,29,Mobile,Silver,2
22,89.4,181.1,19.9,15.8,6,Desktop,Silver,1
23,31.5,223.35,17.7,16.0,11,Mobile,Basic,4
46,56.4,277.9,11.3,9.7,41,Mobile,Gold,2
38,47.7,92.97,8.1,16.9,12,Mobile,Silver,4
40,73.9,259.3,18.5,9.8,49,Desktop,Platinum,2
21,62.2,631.61,29.0,15.9,16,Mobile,Gold,0
26,53.4,567.61,24.5,16.6,26,Desktop,Basic,0
51,59.4,287.38,20.7,6.3,13,Mobile,Silver,2
18,73.8,302.42,25.5,33.6,2,Mobile,Gold,1
43,77.2,169.16,25.8,16.7,1,Desktop,Gold,0
42,51.7,553.59,33.7,16.3,24,Mobile,Basic,0
24,54.9,132.01,21.4,8.6,13,Mobile,Silver,4
40,65.0,252.9,41.6,20.5,29,Mobile,Gold,1
41,62.2,295.08,23.4,8.2,13,Mobile,Gold,0
41,60.4,465.12,35.2,26.7,22,Desktop,Silver,1
42,79.2,480.85,29.3,11.6,15,Desktop,Gold,0
26,61.6,621.38,29.3,18.4,35,Desktop,Silver,0
38,57.8,497.26,34.9,13.3,26,Mobile,Gold,0
42,61.4,649.9,30.0,10.3,44,Mobile,Gold,0
59,75.9,119.65,23.3,13.1,1,Tablet,Gold,2
23,80.4,451.12,15.5,19.6,34,Mobile,Basic,0
54,60.6,98.98,32.4,8.7,24,Desktop,Gold,2
40,57.6,145.27,13.6,9.8,29,Tablet,Silver,3
61,51.5,597.01,34.5,17.5,16,Mobile,Gold,0
24,76.1,242.99,46.0,10.9,7,Tablet,Gold,1
26,62.5,257.8,25.1,28.5,33,Mobile,Silver,1
18,53.6,152.8,20.4,9.8,17,Desktop,Silver,3
18,73.4,304.45,13.1,9.4,29,Desktop,Gold,0
32,23.4,256.18,16.1,12.8,24,Tablet,Silver,1
28,69.2,238.66,41.2,22.1,16,Mobile,Gold,1
37,74.6,689.42,27.0,15.0,21,Desktop,Gold,0
32,51.9,314.7,23.5,21.7,21,Mobile,Silver,0
50,65.2,359.6,39.6,19.0,19,Mobile,Gold,1
53,84.2,433.58,26.8,11.9,42,Desktop,Gold,2
41,86.9,383.06,20.4,18.9,17,Desktop,Silver,0
47,60.4,250.39,28.8,25.2,18,Desktop,Silver,1
37,63.5,521.84,32.8,10.0,22,Tablet,Silver,0
53,52.9,155.94,37.3,7.5,34,Desktop,Basic,2
52,135.8,204.98,32.9,14.2,37,Desktop,Gold,0
44,36.7,166.38,20.8,9.3,21,Tablet,Basic,3
45,107.1,270.7,30.0,13.1,6,Mobile,Basic,0
36,58.3,213.34,18.7,9.9,16,Mobile,Silver,0
28,,539.03,27.1,13.8,21,Mobile,Silver,0
42,39.8,437.89,22.4,18.0,7,Tablet,Gold,0
18,35.7,270.82,35.1,21.1,24,Mobile,Gold,1
24,43.2,462.68,15.2,10.7,35,Tablet,Basic,0
47,52.5,259.26,33.6,12.8,12,Desktop,Silver,2
23,85.6,676.6,26.2,12.0,7,Tablet,Gold,0
21,82.5,667.65,21.8,12.2,32,Desktop,Basic,0
35,66.8,447.67,39.1,18.0,37,Desktop,Silver,0
41,45.0,530.97,20.9,7.3,26,Desktop,Platinum,0
34,68.4,819.99,15.5,19.4,24,Desktop,Platinum,0
26,74.0,241.06,20.2,14.8,5,Mobile,Gold,0
18,35.6,497.6,10.2,22.6,10,Desktop,Basic,1
41,61.4,246.33,30.0,17.8,21,Mobile,Gold,0
22,55.1,,33.1,23.1,10,Mobile,Gold,1
31,31.3,260.61,35.3,24.6,34,Desktop,Gold,1
31,61.8,595.54,32.6,9.6,33,Mobile,Gold,0
38,36.1,50.0,28.4,21.5,17,Mobile,Silver,1
29,53.2,164.69,23.6,13.4,18,Mobile,Basic,4
26,60.1,235.53,32.9,18.6,22,Mobile,Basic,1
24,27.3,263.48,45.4,11.2,19,Mobile,Silver,1
30,62.4,275.0,34.1,10.7,20,Desktop,Silver,0
60,83.6,141.31,33.5,5.3,31,Tablet,Gold,2
52,,94.88,32.8,12.4,16,Desktop,Gold,2
18,82.7,403.13,37.1,15.9,1,Desktop,Gold,1
25,61.5,267.84,19.1,12.1,15,Mobile,Silver,4
39,56.6,650.48,29.3,11.6,25,Desktop,Silver,0
51,88.9,683.5,26.2,18.8,39,Tablet,Silver,0
57,79.2,251.79,8.3,11.3,1,Mobile,Gold,2
32,45.8,276.08,35.4,16.2,38,Desktop,Gold,2
18,75.2,180.53,29.1,4.5,22,Mobile,Gold,0
45,85.1,507.12,30.6,13.2,26,Mobile,Gold,0
28,50.1,399.47,21.9,11.3,34,Mobile,Basic,0
47,93.2,632.44,20.3,18.9,11,Desktop,Platinum,0
41,61.0,275.14,24.7,10.0,15,Desktop,Platinum,2
34,57.9,285.47,30.9,18.2,32,Mobile,Gold,1
31,72.6,512.64,37.0,8.1,32,Tablet,Basic,0
46,45.3,422.83,16.5,17.2,20,Mobile,Silver,0
42,79.6,484.64,26.3,17.9,21,Mobile,Gold,0
18,38.8,138.06,30.4,17.8,38,Desktop,Silver,0
33,58.0,342.56,22.4,35.5,31,Mobile,Silver,1
27,50.2,285.25,11.0,13.1,3,Mobile,Platinum,4
70,31.0,528.18,12.7,6.7,5,Mobile,Silver,2
22,79.1,517.77,25.3,14.2,46,Tablet,Gold,0
42,33.5,147.49,15.4,9.7,32,Desktop,Basic,3
57,50.4,269.88,29.5,10.5,36,Tablet,Silver,2
36,69.3,493.66,22.9,15.7,29,Desktop,Platinum,2
32,61.3,401.36,32.4,22.9,14,Mobile,Gold,1
36,72.5,596.69,20.2,6.1,25,Tablet,Gold,0
47,106.8,433.91,25.3,17.6,21,Mobile,Platinum,0
45,89.5,571.53,23.4,24.6,30,Mobile,Gold,0
34,77.3,331.85,22.7,14.2,25,Mobile,Silver,0
31,74.6,605.29,41.4,18.4,9,Desktop,Silver,0
38,72.8,270.26,26.4,30.5,19,Mobile,Platinum,1
32,97.5,155.51,5.0,15.1,44,Mobile,Silver,2
31,50.0,226.27,44.1,13.7,21,Mobile,Basic,1
47,82.6,636.17,29.5,17.1,28,Mobile,Platinum,0
18,59.4,292.94,19.5,9.8,3,Mobile,Silver,4
18,49.7,81.81,22.4,9.5,20,Desktop,Basic,3
34,38.0,307.22,17.7,11.3,34,Desktop,Basic,2
18,34.7,190.94,22.1,15.5,28,Mobile,Gold,4
27,52.7,176.73,17.5,21.4,10,Mobile,Silver,1
32,35.9,134.36,21.2,9.3,11,Mobile,Basic,4
29,76.0,419.71,26.8,11.9,22,Mobile,Gold,0
46,98.7,,25.6,3.0,29,Mobile,Basic,0
18,84.9,232.71,25.9,19.5,18,Desktop,Platinum,0
47,60.1,540.06,14.6,20.2,35,Mobile,Gold,0
21,67.2,616.55,26.0,7.2,11,Mobile,Platinum,0
47,63.8,156.6,12.3,16.2,1,Mobile,Silver,1
24,60.9,520.55,34.7,11.4,28,Desktop,Basic,2
35,74.9,217.98,28.1,14.3,20,Desktop,Gold,1
23,77.9,348.4,33.1,14.2,6,Tablet,Silver,0
48,53.7,273.91,19.1,10.4,17,Mobile,Gold,2
33,56.0,374.57,40.9,24.2,22,Mobile,Silver,1
27,90.0,461.0,31.9,20.0,15,Mobile,Platinum,0
28,45.4,398.48,30.5,20.1,10,Desktop,Basic,1
42,54.9,518.24,28.9,12.9,28,Mobile,Platinum,0
35,76.2,469.49,25.5,9.5,22,Desktop,Platinum,0
54,59.3,76.48,18.8,9.1,28,Tablet,Basic,3
37,99.6,486.15,18.4,12.7,31,Mobile,Silver,0
32,72.1,410.7,27.8,26.4,19,Mobile,Basic,1
31,63.8,118.72,11.1,5.5,28,Mobile,Basic,3
18,53.6,380.03,18.5,16.0,48,Desktop,Basic,2
45,75.0,240.83,23.9,10.7,37,Mobile,Platinum,0
36,48.8,336.93,37.4,15.3,35,Desktop,Gold,0
18,71.2,696.72,32.6,21.6,24,Mobile,Silver,0
19,69.5,331.32,29.3,23.0,19,Desktop,Gold,1
24,80.5,199.67,26.1,18.0,8,Desktop,Basic,0
37,69.4,274.16,24.6,6.7,21,Mobile,Platinum,0
24,46.4,155.25,9.0,10.5,22,Mobile,Silver,4
52,33.5,239.16,29.8,19.5,19,Mobile,Silver,1
28,107.9,357.6,28.1,20.2,30,Desktop,Gold,0
21,46.1,333.56,9.3,28.5,21,Mobile,Silver,1
18,47.8,360.74,9.2,24.7,14,Desktop,Basic,1
38,60.8,543.74,6.4,12.7,26,Mobile,Silver,0
43,50.0,439.87,26.2,15.1,38,Tablet,Basic,0
44,74.4,342.73,33.5,17.6,32,Desktop,Gold,2
48,48.1,383.64,32.5,26.7,24,Desktop,Gold,1
35,60.3,264.12,27.5,30.6,23,Mobile,Basic,1
46,60.3,227.7,13.7,6.4,8,Desktop,Silver,0
35,67.7,233.49,23.9,6.3,20,Desktop,Platinum,0
56,88.3,418.53,30.6,12.4,14,Mobile,Gold,0
31,81.1,309.56,30.2,13.5,32,Mobile,Platinum,0
52,61.7,652.33,34.4,23.9,26,Desktop,Silver,0
32,58.7,421.53,17.1,17.6,17,Desktop,Silver,0
53,65.3,372.21,28.1,10.3,30,Tablet,Platinum,2
32,46.5,233.58,13.0,9.6,9,Desktop,Basic,4
54,41.3,406.87,24.5,9.3,8,Mobile,Gold,2
39,35.8,158.79,17.7,9.6,27,Desktop,Platinum,3
35,64.6,213.79,16.1,18.6,20,Mobile,Gold,0
23,31.1,62.43,13.8,15.6,11,Mobile,Silver,4
41,68.0,265.22,22.8,24.2,45,Mobile,Platinum,0
30,51.8,196.81,20.6,12.8,12,Mobile,Basic,4
34,47.6,224.02,16.3,7.8,13,Desktop,Platinum,4
32,41.1,506.73,24.2,9.0,54,Mobile,Gold,2
31,45.2,144.59,20.8,10.7,16,Desktop,Silver,4
25,63.7,167.21,34.5,20.9,22,Mobile,Basic,1
32,116.7,314.81,32.8,9.8,30,Desktop,Platinum,0
30,77.8,490.05,39.3,10.6,17,Mobile,Platinum,0
31,74.3,50.0,24.0,9.5,6,Mobile,Silver,1
45,73.4,563.81,10.9,20.2,14,Mobile,Basic,0
26,64.1,311.64,30.8,11.8,19,Mobile,Gold,1
39,37.5,200.52,27.2,9.3,23,Mobile,Silver,4
30,,645.69,35.2,22.2,24,Mobile,Platinum,0
34,89.7,562.4,18.8,7.8,31,Mobile,Gold,2
43,41.1,155.04,14.4,12.3,26,Mobile,Gold,3
26,51.0,50.0,16.1,11.0,3,Desktop,Basic,3
39,47.1,157.4,23.7,10.4,17,Desktop,Basic,4
32,46.5,309.41,37.7,18.9,13,Mobile,Silver,1
30,33.5,250.38,17.5,12.4,21,Mobile,Basic,4
48,60.9,229.34,33.4,14.8,32,Mobile,Basic,2
34,88.8,212.48,,13.0,23,Mobile,Basic,0
28,36.3,268.2,24.6,23.0,9,Mobile,Silver,1
37,71.5,380.51,24.2,10.9,8,Tablet,Gold,2
49,88.7,547.72,12.2,12.0,20,Desktop,Silver,0
49,92.1,175.41,31.2,27.9,15,Mobile,Silver,1
46,54.7,207.07,32.8,20.9,20,Desktop,Silver,1
34,107.4,534.62,27.8,14.4,36,Desktop,Basic,0
33,38.2,183.45,34.2,14.6,17,Mobile,Gold,1
36,96.0,421.22,37.2,3.0,35,Desktop,Silver,2
18,76.7,444.44,9.8,22.9,24,Mobile,Basic,1
42,62.7,417.41,31.5,23.8,30,Tablet,Platinum,0
36,64.7,298.41,33.9,14.2,38,Tablet,Basic,0
32,62.0,513.12,24.4,9.0,46,Desktop,Silver,0
53,31.1,69.88,17.9,7.4,52,Tablet,Basic,3
40,80.3,456.05,34.9,10.9,45,Desktop,Silver,0
18,49.3,289.33,25.1,18.9,4,Desktop,Basic,1
35,61.2,648.64,15.2,13.2,18,Desktop,Platinum,0
34,38.1,579.76,23.3,15.6,15,Desktop,Platinum,0
33,98.0,119.48,18.5,17.9,40,Desktop,Silver,2
51,70.1,379.32,32.2,14.0,60,Mobile,Basic,2
23,74.0,729.43,32.9,12.3,24,Mobile,Basic,0
22,55.6,472.42,21.0,9.8,30,Tablet,Gold,0
34,43.6,138.73,20.4,7.1,2,Mobile,Platinum,0
29,51.6,166.22,34.1,19.2,10,Mobile,Silver,1
27,50.7,236.77,30.6,19.5,20,Desktop,Gold,1
45,58.0,373.71,30.2,18.4,16,Mobile,Gold,0
40,74.5,242.33,21.5,25.9,26,Mobile,Gold,0
43,24.3,449.96,30.0,19.2,14,Mobile,Gold,0
38,43.5,63.18,31.0,10.1,43,Mobile,Silver,3
38,54.0,116.73,20.7,7.9,28,Mobile,Gold,4
48,43.4,337.6,23.0,26.2,11,Mobile,Silver,0
57,51.9,329.32,34.9,11.4,33,Mobile,Gold,2
33,79.8,580.23,18.7,3.0,32,Desktop,Platinum,0
38,63.7,525.03,31.8,15.3,54,Desktop,Silver,0
30,84.4,144.41,16.0,9.5,34,Mobile,Basic,2
37,46.4,194.37,24.8,9.0,57,Mobile,Gold,3
32,36.4,220.52,21.2,9.2,7,Mobile,Silver,4
50,68.3,215.92,34.3,27.6,4,Mobile,Basic,1
35,74.0,403.38,22.4,16.9,38,Desktop,Silver,0
70,94.2,430.92,46.1,10.8,18,Mobile,Silver,2
36,81.0,480.13,24.9,15.7,45,Desktop,Gold,0
34,25.9,98.61,50.8,16.8,12,Mobile,Basic,1
37,86.0,551.53,39.2,22.5,14,Mobile,Platinum,0
30,35.3,110.69,29.7,14.3,27,Desktop,Basic,1
49,45.3,341.31,26.4,16.6,37,Desktop,Platinum,0
44,76.9,495.51,27.6,7.7,22,Tablet,Gold,0
26,31.0,108.27,33.8,7.5,44,Desktop,Silver,3
28,85.3,479.25,18.1,11.7,29,Mobile,Platinum,0
31,67.0,262.75,27.0,15.5,10,Mobile,Silver,1
49,108.7,422.46,27.9,15.5,5,Desktop,Silver,0
31,112.8,414.51,40.6,12.6,47,Desktop,Gold,0
30,86.5,703.91,23.8,13.3,21,Desktop,Platinum,0
51,92.1,667.15,27.5,15.2,29,Mobile,Platinum,0
61,55.5,50.0,26.2,6.2,40,Mobile,Platinum,3
44,81.6,531.55,33.8,12.5,34,Desktop,Gold,0
19,52.9,123.08,12.0,13.4,16,Tablet,Basic,4
46,48.8,266.59,32.1,14.8,11,Mobile,Gold,1
47,87.1,217.87,29.2,17.6,29,Desktop,Basic,0
30,38.1,414.62,29.0,14.7,23,Mobile,Basic,1
27,43.0,188.78,38.1,19.3,31,Mobile,Silver,1
47,105.8,419.03,56.9,13.3,34,Desktop,Silver,2
37,66.9,429.48,24.5,14.1,49,Mobile,Basic,0
31,78.4,389.41,31.3,15.9,21,Desktop,Silver,0
35,49.1,60.88,30.0,12.6,48,Desktop,Silver,3
23,77.7,73.62,18.1,12.1,39,Mobile,Gold,3
31,88.0,118.03,18.9,7.9,31,Desktop,Platinum,3
39,110.3,360.74,25.3,11.8,28,Mobile,Basic,0
26,67.2,405.87,44.7,13.9,23,Desktop,Silver,2
18,88.8,308.78,24.2,14.2,9,Mobile,Platinum,1
25,78.7,277.01,15.5,33.9,7,Desktop,Silver,1
39,65.6,265.29,17.3,10.5,24,Tablet,Silver,0
34,52.3,276.08,19.5,21.8,31,Mobile,Basic,1
36,97.4,315.79,36.6,17.1,24,Mobile,Gold,0
40,83.6,309.68,28.7,16.4,22,Mobile,Gold,0
44,48.0,89.27,23.5,9.4,7,Desktop,Basic,3
23,80.6,458.24,22.1,24.8,26,Desktop,Platinum,0
33,74.6,668.78,33.7,24.8,27,Mobile,Basic,0
23,90.3,362.11,5.0,27.3,17,Mobile,Platinum,0
31,75.1,59.59,28.0,8.2,9,Desktop,Silver,3
43,61.6,339.91,17.7,20.7,9,Mobile,Basic,1
47,67.3,418.2,15.9,15.0,33,Desktop,Gold,0
37,50.7,453.4,35.3,11.3,24,Desktop,Gold,2
55,62.0,213.82,42.5,12.5,19,Desktop,Silver,2
31,113.5,362.3,36.6,14.3,10,Tablet,Gold,0
26,31.9,194.4,21.1,8.6,33,Mobile,Silver,1
48,46.6,50.0,54.6,12.8,21,Desktop,Silver,2
52,82.0,355.32,18.8,29.1,22,Desktop,Gold,1
20,51.0,373.47,30.1,8.1,22,Tablet,Silver,0
50,34.8,192.33,11.9,13.3,20,Tablet,Silver,3
34,67.1,319.15,37.8,22.8,5,Mobile,Silver,1
24,69.2,477.49,27.0,20.3,40,Mobile,Platinum,0
38,85.3,464.3,31.1,17.4,23,Mobile,Gold,0
50,47.9,572.04,36.5,5.5,26,Desktop,Platinum,0
39,77.7,285.86,43.9,12.5,29,Mobile,Silver,0
33,33.2,491.9,22.5,9.9,14,Mobile,Silver,2
45,81.0,364.23,31.8,15.0,24,Mobile,Basic,0
20,73.6,498.23,35.7,11.2,51,Mobile,Gold,0
22,80.6,404.32,30.2,20.9,6,Mobile,Gold,1
43,102.0,457.22,32.7,24.2,27,Mobile,Basic,0
22,38.8,235.39,17.0,13.3,3,Desktop,Silver,4
24,75.3,171.81,14.6,19.0,20,Mobile,Platinum,0
53,83.6,529.59,16.4,13.1,15,Mobile,Basic,0
24,88.3,579.68,28.2,10.9,28,Desktop,Silver,0
22,52.6,467.29,26.6,14.6,11,Mobile,Platinum,0
46,41.3,227.51,24.1,8.7,39,Desktop,Silver,0
58,92.2,595.32,28.7,7.9,28,Mobile,Basic,2
29,44.3,139.82,16.5,14.2,23,Mobile,Basic,4
34,51.3,432.04,26.2,17.6,25,Desktop,Silver,0
42,64.9,380.48,32.4,27.7,19,Tablet,Silver,1
65,98.3,427.07,32.6,14.8,45,Desktop,Basic,2
62,59.8,,31.1,14.6,51,Mobile,Gold,2
42,93.3,391.59,37.0,18.5,26,Tablet,Gold,0
46,126.8,274.66,18.6,28.4,29,Mobile,Platinum,0
47,127.2,350.22,24.2,13.2,33,Desktop,Gold,0
55,120.4,275.28,20.5,17.9,32,Desktop,Basic,2
48,50.8,218.09,26.1,7.7,40,Desktop,Silver,2
40,73.2,613.98,14.0,11.5,20,Desktop,Platinum,0
56,58.9,240.75,39.3,7.8,32,Mobile,Silver,0
34,63.5,58.91,24.0,12.3,10,Desktop,Basic,3
53,59.2,403.99,21.8,16.5,47,Tablet,Gold,2
20,31.8,169.87,17.5,16.3,22,Desktop,Silver,4
33,88.7,247.24,39.2,11.9,1,Desktop,Gold,2
30,67.6,426.07,9.6,3.2,40,Desktop,Silver,0
48,83.2,,13.9,13.5,14,Mobile,Silver,1
30,31.7,175.95,27.8,22.1,9,Desktop,Gold,1
35,62.0,249.99,38.6,18.2,36,Tablet,Basic,0
31,52.0,329.07,11.7,13.3,10,Mobile,Silver,1
49,66.8,531.07,50.3,6.9,32,Desktop,Platinum,2
24,56.7,486.06,17.4,15.8,21,Tablet,Platinum,0
47,44.0,370.47,20.1,12.6,50,Desktop,Gold,2
42,29.7,451.89,19.4,25.3,25,Desktop,Basic,1
32,70.7,215.47,17.3,9.9,1,Mobile,Basic,4
38,46.5,414.15,29.6,18.4,2,Mobile,Platinum,0
33,27.7,674.04,26.4,7.3,29,Mobile,Platinum,0
36,77.0,249.03,30.1,16.1,24,Desktop,Basic,1
27,57.1,439.83,15.2,23.0,47,Mobile,Silver,0
49,54.4,502.71,20.9,14.2,32,Desktop,Basic,2
56,66.9,362.65,20.1,16.6,46,Desktop,Platinum,2
31,72.5,662.13,15.9,18.0,17,Mobile,Basic,0
53,56.1,406.04,22.4,12.5,16,Mobile,Gold,1
41,51.2,71.86,35.5,14.7,14,Mobile,Silver,1
29,86.6,367.16,22.7,12.0,3,Tablet,Gold,0
30,66.3,98.2,15.5,11.6,6,Mobile,Gold,3
58,93.3,433.22,20.7,7.0,8,Desktop,Gold,2
25,52.6,388.06,37.8,22.6,24,Tablet,Gold,1
48,65.0,447.94,31.3,8.5,38,Mobile,Silver,2
35,66.0,269.58,38.1,19.6,25,Mobile,Basic,1
49,45.0,230.29,24.0,10.1,39,Desktop,Basic,3
43,77.6,235.92,17.8,16.3,15,Mobile,Platinum,1
67,113.3,394.81,28.1,10.6,42,Desktop,Silver,2
57,66.8,161.62,19.7,7.8,28,Mobile,Silver,3
33,58.5,602.08,20.6,16.6,16,Mobile,Gold,0
51,36.9,283.79,29.9,13.0,33,Mobile,Gold,2
33,75.6,479.3,24.5,18.6,25,Desktop,Basic,0
37,67.3,292.13,26.2,21.0,29,Desktop,Silver,0
32,89.3,394.68,27.8,12.4,18,Mobile,Platinum,0
18,54.1,229.61,20.6,13.1,9,Desktop,Silver,4
28,58.0,163.75,16.7,9.1,35,Mobile,Gold,3
25,41.1,221.33,11.8,16.3,1,Mobile,Platinum,2
49,82.9,311.83,22.0,12.9,30,Desktop,Silver,2
21,65.1,285.04,37.5,21.6,17,Mobile,Silver,1
63,57.4,123.92,23.8,12.5,34,Mobile,Platinum,3
23,87.1,304.62,50.1,21.1,16,Mobile,Gold,1
36,51.0,549.03,21.1,12.8,18,Mobile,Platinum,0
39,44.3,418.37,32.8,8.8,26,Mobile,Basic,0
67,28.7,449.53,23.7,9.9,13,Desktop,Platinum,2
41,67.4,327.86,10.0,10.0,43,Desktop,Silver,2
31,60.5,445.82,16.3,13.1,23,Desktop,Gold,0
32,112.8,422.41,31.6,24.7,26,Desktop,Basic,0
37,59.0,608.05,17.0,13.2,17,Desktop,Silver,2
38,70.5,352.53,27.5,23.5,13,Desktop,Gold,0
63,71.8,502.25,18.9,9.3,41,Mobile,Platinum,2
18,42.8,106.08,21.0,11.2,10,Mobile,Silver,4
46,119.0,570.33,18.8,10.6,36,Mobile,Silver,0
18,77.0,578.11,27.2,19.7,48,Desktop,Silver,0
48,85.9,270.56,42.6,16.2,52,Mobile,Silver,2
51,27.7,306.3,29.7,21.5,35,Mobile,Platinum,2
18,56.5,,20.3,12.9,13,Mobile,Silver,1
20,51.5,243.11,18.7,9.7,20,Mobile,Basic,4
45,82.1,432.11,12.4,11.3,48,Mobile,Silver,0
32,60.8,130.28,31.7,9.9,19,Mobile,Basic,1
56,59.8,411.58,32.6,17.1,12,Desktop,Platinum,2
34,32.8,150.33,13.5,11.6,55,Desktop,Silver,3
28,90.3,278.37,23.1,23.7,17,Desktop,Gold,0
59,37.1,418.28,26.6,16.4,5,Desktop,Platinum,2
18,39.1,96.98,22.7,23.3,20,Mobile,Silver,1
46,74.6,455.06,32.5,10.0,27,Mobile,Gold,0
42,84.5,434.82,23.9,17.6,33,Desktop,Platinum,0
41,66.8,152.93,7.5,5.8,45,Desktop,Basic,3
46,74.9,455.59,18.1,16.8,31,Mobile,Silver,0
61,73.1,347.45,30.7,14.7,11,Mobile,Gold,0
51,84.9,408.47,25.9,19.5,26,Desktop,Gold,0
47,35.9,112.66,23.4,7.5,46,Mobile,Basic,3
25,68.4,199.51,12.0,26.5,14,Mobile,Basic,1
67,50.5,333.96,24.0,7.1,19,Desktop,Silver,2
36,124.7,343.66,18.1,22.7,37,Mobile,Gold,0
53,53.7,236.93,41.4,19.9,6,Mobile,Silver,1
18,39.1,227.23,18.4,23.5,10,Mobile,Silver,1
57,36.9,50.0,39.1,8.6,56,Desktop,Gold,2
56,51.7,126.2,29.0,10.3,18,Mobile,Silver,3
48,101.8,629.73,34.3,14.6,23,Desktop,Silver,0
26,61.1,305.4,16.6,9.5,18,Mobile,Basic,1
46,79.5,563.78,28.6,13.4,12,Mobile,Basic,0
35,56.5,371.52,28.5,18.2,16,Desktop,Silver,1
46,50.7,570.59,10.2,19.9,16,Mobile,Gold,0
23,84.4,344.86,18.3,22.0,51,Mobile,Gold,0
53,43.8,404.33,25.4,24.6,35,Mobile,Silver,0
44,45.4,301.67,16.3,23.4,23,Desktop,Basic,1
41,89.8,393.2,26.4,15.3,22,Tablet,Gold,0
47,92.6,489.74,17.4,15.9,48,Tablet,Silver,2
40,58.0,392.71,31.0,12.5,36,Desktop,Basic,0
48,97.9,746.97,24.3,15.9,28,Tablet,Silver,0
23,69.5,170.93,19.3,14.9,27,Desktop,Platinum,2
46,70.2,156.76,26.8,4.2,7,Mobile,Silver,0
30,54.2,239.11,37.3,11.6,1,Mobile,Silver,0
21,67.8,235.18,18.5,22.7,29,Tablet,Gold,1
